motifHeader	symbol_scRNAseq	origin
HOXA3_M00395	HOXA3	TRANSFAC
CEBPG_M00622	CEBPG	TRANSFAC
GLI1_M01042	GLI1	TRANSFAC
GFI1B_M01058	-	TRANSFAC
BLIMP1_M01066	PRDM1	TRANSFAC
GFI1_M01067	-	TRANSFAC
UF1H3BETA_M01068	-	TRANSFAC
GZF1_M01069	GZF1	TRANSFAC
CMAF_M01070	-	TRANSFAC
HIC1_M01072	HIC1	TRANSFAC
HIC1_M01073	HIC1	TRANSFAC
PLZF_M01075	ZBTB16	TRANSFAC
CETS1P54_M01078	-	TRANSFAC
CBF_M01079	CEBPZ	TRANSFAC
CBF_M01080	CEBPZ	TRANSFAC
ZEC_M01081	ZNF628	TRANSFAC
BRCA_M01082	-	TRANSFAC
LRF_M01100	-	TRANSFAC
MOVOB_M01104	-	TRANSFAC
ZBRK1_M01105	ZNF350	TRANSFAC
RUSH1A_M01107	-	TRANSFAC
HOXA7_M01108	HOXA7	TRANSFAC
SZF11_M01109	-	TRANSFAC
RBPJK_M01111	RBPJ	TRANSFAC
RBPJK_M01112	RBPJ	TRANSFAC
CACD_M01113	-	TRANSFAC
CLOCKBMAL_M01116	-	TRANSFAC
OTX_M01117	-	TRANSFAC
WT1_M01118	-	TRANSFAC
KAISO_M01119	-	TRANSFAC
ZNF219_M01122	ZNF219	TRANSFAC
NANOG_M01123	NANOG	TRANSFAC
OCT4_M01124	POU5F1	TRANSFAC
OCT4_M01125	POU5F1	TRANSFAC
ISL1_M01127	ISL1	TRANSFAC
SOX10_M01131	SOX10	TRANSFAC
SF1_M01132	SF1	TRANSFAC
FOXO3A_M01137	FOXO3	TRANSFAC
RORA_M01138	RORA	TRANSFAC
CMYC_M01145	-	TRANSFAC
DMRT1_M01146	-	TRANSFAC
DMRT2_M01147	DMRT2	TRANSFAC
DMRT3_M01148	-	TRANSFAC
DMRT4_M01149	DMRTA1	TRANSFAC
DMRT5_M01150	-	TRANSFAC
DMRT7_M01151	-	TRANSFAC
CMYC_M01154	-	TRANSFAC
KID3_M01160	ZNF354C	TRANSFAC
OG2_M01162	-	TRANSFAC
ELK1_M01163	ELK1	TRANSFAC
ELK1_M01165	ELK1	TRANSFAC
SAP1A_M01167	-	TRANSFAC
SREBP_M01168	-	TRANSFAC
IK_M01169	-	TRANSFAC
BCL6_M01171	BCL6	TRANSFAC
PU1_M01172	-	TRANSFAC
SREBP1_M01173	SREBF1	TRANSFAC
CKROX_M01175	ZBTB7B	TRANSFAC
SREBP2_M01177	SREBF2	TRANSFAC
NKX32_M01181	-	TRANSFAC
MIZF_M01182	HINFP	TRANSFAC
BCL6_M01183	BCL6	TRANSFAC
BCL6_M01185	BCL6	TRANSFAC
TBX22_M01195	-	TRANSFAC
CTF1_M01196	-	TRANSFAC
ELF5_M01197	ELF5	TRANSFAC
RXRLXRB_M01198	-	TRANSFAC
RNF96_M01199	-	TRANSFAC
CTCF_M01200	CTCF	TRANSFAC
AR_M01201	AR	TRANSFAC
VDRRXR_M01202	-	TRANSFAC
SPI1_M01203	SPI1	TRANSFAC
SPIB_M01204	SPIB	TRANSFAC
ETS2_M01207	ETS2	TRANSFAC
FLI1_M01208	FLI1	TRANSFAC
GAF_M01209	-	TRANSFAC
PARP_M01211	-	TRANSFAC
STAT1_M01212	STAT1	TRANSFAC
ESE1_M01214	-	TRANSFAC
FOXO1_M01216	FOXO1	TRANSFAC
NUR77_M01217	NR4A1	TRANSFAC
SP1SP3_M01219	-	TRANSFAC
STAT3_M01220	STAT3	TRANSFAC
P50P50_M01223	-	TRANSFAC
P50RELAP65_M01224	-	TRANSFAC
MAFB_M01227	MAFB	TRANSFAC
CMAF_M01228	-	TRANSFAC
GTF2IRD1_M01229	GTF2IRD1	TRANSFAC
ZNF333_M01230	ZNF333	TRANSFAC
ZNF515_M01231	GLIS3	TRANSFAC
SATB1_M01232	SATB1	TRANSFAC
IPF1_M01233	-	TRANSFAC
IPF1_M01234	-	TRANSFAC
IPF1_M01235	-	TRANSFAC
IPF1_M01236	-	TRANSFAC
TRF1_M01237	TERF1	TRANSFAC
RELBP52_M01239	-	TRANSFAC
BEN_M01240	GTF2IRD1	TRANSFAC
BEN_M01241	GTF2IRD1	TRANSFAC
MTF1_M01242	MTF1	TRANSFAC
MTF1_M01243	MTF1	TRANSFAC
HSF2_M01244	HSF2	TRANSFAC
MTERF_M01245	-	TRANSFAC
NANOG_M01247	NANOG	TRANSFAC
DAX1_M01248	NR0B1	TRANSFAC
HIF2A_M01249	EPAS1	TRANSFAC
E2F1_M01250	E2F1	TRANSFAC
E2F1_M01251	E2F1	TRANSFAC
E2F6_M01252	E2F6	TRANSFAC
CNOT3_M01253	-	TRANSFAC
IPF1_M01255	-	TRANSFAC
REST_M01256	REST	TRANSFAC
SRF_M01257	SRF	TRANSFAC
GADP_M01258	-	TRANSFAC
CTCF_M01259	CTCF	TRANSFAC
STAT1_M01260	STAT1	TRANSFAC
HNF3A_M01261	FOXA1	TRANSFAC
TBX18_M01262	TBX18	TRANSFAC
TBX15_M01263	-	TRANSFAC
TBX15_M01264	-	TRANSFAC
ELF1_M01266	ELF1	TRANSFAC
FRA1_M01267	FOSL1	TRANSFAC
NURR1_M01269	NR4A2	TRANSFAC
SOX2_M01272	SOX2	TRANSFAC
SP4_M01273	SP4	TRANSFAC
IPF1_M01275	-	TRANSFAC
IRF3_M01279	IRF3	TRANSFAC
NFAT1_M01281	NFATC2	TRANSFAC
SOX9_M01284	SOX9	TRANSFAC
SOX_M01286	-	TRANSFAC
NEUROD_M01287	-	TRANSFAC
NEUROD_M01288	-	TRANSFAC
HOXA13_M01292	-	TRANSFAC
PROP1_M01294	-	TRANSFAC
ATF5_M01295	ATF5	TRANSFAC
HOXA13_M01297	-	TRANSFAC
MECP2_M01298	MECP2	TRANSFAC
MECP2_M01299	MECP2	TRANSFAC
HMGA2_M01300	HMGA2	TRANSFAC
MEF2A_M01301	MEF2A	TRANSFAC
MYF_M01302	-	TRANSFAC
SP1_M01303	SP1	TRANSFAC
SRF_M01304	SRF	TRANSFAC
TEF_M01305	TEF	TRANSFAC
ZABC1_M01306	ZNF217	TRANSFAC
POU5F1_M01307	POU5F1	TRANSFAC
SOX4_M01308	SOX4	TRANSFAC
NKX21_M01312	-	TRANSFAC
SIX1_M01313	-	TRANSFAC
LHX61_M01314	-	TRANSFAC
NKX52_M01315	-	TRANSFAC
TST1_M01316	-	TRANSFAC
HOXC13_M01317	HOXC13	TRANSFAC
IRX3_M01318	IRX3	TRANSFAC
HOXB5_M01319	HOXB5	TRANSFAC
PROP1_M01320	-	TRANSFAC
HOXC8_M01321	HOXC8	TRANSFAC
NKX26_M01322	-	TRANSFAC
OTP_M01323	-	TRANSFAC
OCTAMER_M01324	-	TRANSFAC
LHX2_M01325	LHX2	TRANSFAC
GSH2_M01326	-	TRANSFAC
VAX2_M01327	VAX2	TRANSFAC
ISL2_M01328	ISL2	TRANSFAC
HOXC11_M01329	HOXC11	TRANSFAC
HOXB3_M01330	HOXB3	TRANSFAC
ISX_M01331	-	TRANSFAC
BARHL1_M01332	-	TRANSFAC
HDX_M01333	HDX	TRANSFAC
NKX11_M01334	-	TRANSFAC
VSX1_M01335	-	TRANSFAC
HOXA7_M01336	HOXA7	TRANSFAC
HOXA3_M01337	HOXA3	TRANSFAC
HOXD3_M01338	HOXD3	TRANSFAC
PAX7_M01339	-	TRANSFAC
BARX1_M01340	BARX1	TRANSFAC
MSX3_M01341	-	TRANSFAC
CDP_M01342	-	TRANSFAC
PITX3_M01343	PITX3	TRANSFAC
CDP_M01344	-	TRANSFAC
SIX6_M01345	-	TRANSFAC
TGIF_M01346	-	TRANSFAC
RHOX11_M01347	-	TRANSFAC
K2B_M01348	-	TRANSFAC
HB9_M01349	MNX1	TRANSFAC
NKX24_M01350	-	TRANSFAC
HOXA9_M01351	HOXA9	TRANSFAC
NKX29_M01352	-	TRANSFAC
LHX5_M01353	LHX5	TRANSFAC
OCT1_M01354	-	TRANSFAC
ALX3_M01355	ALX3	TRANSFAC
PMX2B_M01356	-	TRANSFAC
PBX1_M01357	PBX1	TRANSFAC
SIX3_M01358	-	TRANSFAC
DOBOX4_M01359	-	TRANSFAC
DBX2_M01360	DBX2	TRANSFAC
HOXC10_M01361	HOXC10	TRANSFAC
CART1_M01362	-	TRANSFAC
LMX1B_M01363	LMX1B	TRANSFAC
OBOX2_M01364	-	TRANSFAC
EN1_M01365	EN1	TRANSFAC
OTX1_M01366	OTX1	TRANSFAC
LHX9_M01367	-	TRANSFAC
OCT2_M01368	-	TRANSFAC
HOXC4_M01369	HOXC4	TRANSFAC
HOXA4_M01370	HOXA4	TRANSFAC
GBX1_M01371	-	TRANSFAC
NKX22_M01372	-	TRANSFAC
CDX1_M01373	-	TRANSFAC
SIX4_M01374	SIX4	TRANSFAC
HOXD10_M01375	-	TRANSFAC
S8_M01376	-	TRANSFAC
IRXB3_M01377	IRX6	TRANSFAC
HOXA11_M01378	HOXA11	TRANSFAC
HNF1_M01379	HNF1A	TRANSFAC
HOXD12_M01380	-	TRANSFAC
OBOX5_M01381	-	TRANSFAC
GBX2_M01382	GBX2	TRANSFAC
NKX3A_M01383	NKX3-1	TRANSFAC
RHOX11_M01384	-	TRANSFAC
PAX4_M01385	-	TRANSFAC
EVX2_M01386	-	TRANSFAC
OTX2_M01387	-	TRANSFAC
DLX5_M01388	DLX5	TRANSFAC
RAX_M01389	-	TRANSFAC
DUXL_M01390	-	TRANSFAC
PAX6_M01391	PAX6	TRANSFAC
HOXA6_M01392	HOXA6	TRANSFAC
MSX2_M01393	MSX2	TRANSFAC
HOXA7_M01394	HOXA7	TRANSFAC
MRG2_M01395	-	TRANSFAC
HOXB7_M01396	HOXB7	TRANSFAC
VAX1_M01397	-	TRANSFAC
SIX6_M01398	-	TRANSFAC
HB24_M01399	HLX	TRANSFAC
DLX3_M01400	DLX3	TRANSFAC
LBX2_M01401	LBX2	TRANSFAC
HOXA2_M01402	HOXA2	TRANSFAC
OTX3_M01403	-	TRANSFAC
HOXD13_M01404	-	TRANSFAC
IRX2_M01405	IRX2	TRANSFAC
HOXC6_M01406	HOXC6	TRANSFAC
TGIF2_M01407	TGIF2	TRANSFAC
BRN3C_M01408	-	TRANSFAC
LMX1_M01409	-	TRANSFAC
IRX4_M01410	IRX4	TRANSFAC
PKNOX2_M01411	PKNOX2	TRANSFAC
MSX1_M01412	MSX1	TRANSFAC
HMX3_M01413	-	TRANSFAC
NKX25_M01414	-	TRANSFAC
SHOX2_M01415	SHOX2	TRANSFAC
HOXC9_M01416	HOXC9	TRANSFAC
ALX4_M01417	-	TRANSFAC
LIM1_M01418	-	TRANSFAC
MEIS1_M01419	MEIS1	TRANSFAC
NCX_M01420	-	TRANSFAC
LHX4_M01421	LHX4	TRANSFAC
LHX61_M01422	-	TRANSFAC
ARX_M01423	-	TRANSFAC
HOXB4_M01424	HOXB4	TRANSFAC
HOXB9_M01426	-	TRANSFAC
NKX12_M01427	-	TRANSFAC
GSC_M01428	GSC	TRANSFAC
HOMEZ_M01429	HOMEZ	TRANSFAC
HOXA13_M01430	-	TRANSFAC
BARX2_M01431	BARX2	TRANSFAC
HOXD8_M01432	HOXD8	TRANSFAC
SIX2_M01433	SIX2	TRANSFAC
HOXD11_M01434	HOXD11	TRANSFAC
PSX1_M01435	-	TRANSFAC
CRX_M01436	CRX	TRANSFAC
HOXC12_M01437	HOXC12	TRANSFAC
IPF1_M01438	-	TRANSFAC
DLX1_M01439	DLX1	TRANSFAC
LHX8_M01440	-	TRANSFAC
OG2_M01441	-	TRANSFAC
BSX_M01442	-	TRANSFAC
MOX1_M01443	-	TRANSFAC
PMX2A_M01444	-	TRANSFAC
OBOX6_M01445	-	TRANSFAC
BARHL2_M01446	-	TRANSFAC
PITX2_M01447	PITX2	TRANSFAC
HOXD1_M01448	HOXD1	TRANSFAC
CDX2_M01449	-	TRANSFAC
OBOX1_M01450	-	TRANSFAC
HOXB8_M01451	HOXB8	TRANSFAC
HOX13_M01452	-	TRANSFAC
CART1_M01453	-	TRANSFAC
HOXC5_M01454	HOXC5	TRANSFAC
EN2_M01455	EN2	TRANSFAC
HMBOX1_M01456	HMBOX1	TRANSFAC
NKX23_M01457	-	TRANSFAC
UNCX4_M01458	-	TRANSFAC
PREP1_M01459	PKNOX1	TRANSFAC
HOXB6_M01460	HOXB6	TRANSFAC
EMX2_M01461	EMX2	TRANSFAC
POU6F1_M01462	POU6F1	TRANSFAC
DOBOX5_M01463	-	TRANSFAC
HOXA10_M01464	HOXA10	TRANSFAC
PIT1_M01465	-	TRANSFAC
OBOX3_M01466	-	TRANSFAC
HOXB13_M01467	HOXB13	TRANSFAC
DLX2_M01468	DLX2	TRANSFAC
NKX61_M01469	-	TRANSFAC
NKX63_M01470	-	TRANSFAC
LHX3_M01471	-	TRANSFAC
IRX5_M01472	IRX5	TRANSFAC
BRN4_M01473	-	TRANSFAC
ESX1_M01474	-	TRANSFAC
EVX1_M01475	-	TRANSFAC
POU2F3_M01476	POU2F3	TRANSFAC
OCTAMER_M01477	-	TRANSFAC
CPHX_M01478	-	TRANSFAC
POU6F1_M01479	POU6F1	TRANSFAC
OBOX5_M01480	-	TRANSFAC
HMX1_M01481	-	TRANSFAC
NKX32_M01482	-	TRANSFAC
DBX1_M01483	-	TRANSFAC
PITX1_M01484	PITX1	TRANSFAC
IRX3_M01485	IRX3	TRANSFAC
DLX7_M01486	DLX4	TRANSFAC
HOXA1_M01487	HOXA1	TRANSFAC
MEIS2_M01488	MEIS2	TRANSFAC
NKX61_M01489	-	TRANSFAC
FPM315_M01587	ZNF263	TRANSFAC
GKLF_M01588	KLF4	TRANSFAC
ERR2_M01589	-	TRANSFAC
SMAD1_M01590	SMAD1	TRANSFAC
TAL1_M01591	-	TRANSFAC
LBP9_M01592	TFCP2L1	TRANSFAC
ZFX_M01593	ZFX	TRANSFAC
TCF3_M01594	TCF3	TRANSFAC
STAT3_M01595	STAT3	TRANSFAC
GLI3_M01596	GLI3	TRANSFAC
ZFP281_M01597	-	TRANSFAC
ZBED6_M01598	ZBED6	TRANSFAC
FOXP3_M01599	FOXP3	TRANSFAC
PNR_M01650	-	TRANSFAC
P53_M01651	TP53	TRANSFAC
P53_M01652	TP53	TRANSFAC
HMGIY_M01653	HMGA1	TRANSFAC
DRI1_M01654	-	TRANSFAC
P53_M01655	TP53	TRANSFAC
P63_M01656	-	TRANSFAC
GLI3_M01657	GLI3	TRANSFAC
AML1_M01658	RUNX1	TRANSFAC
CDX2_M01659	-	TRANSFAC
GABPA_M01660	GABPA	TRANSFAC
HBP1_M01661	HBP1	TRANSFAC
IRF8_M01665	IRF8	TRANSFAC
STAT4_M01666	STAT4	TRANSFAC
LTF_M01692	-	TRANSFAC
YY2_M01694	YY2	TRANSFAC
REX1_M01695	-	TRANSFAC
REX1_M01696	-	TRANSFAC
GLI1_M01702	GLI1	TRANSFAC
GLI2_M01703	GLI2	TRANSFAC
GLI3_M01704	GLI3	TRANSFAC
TCF4_M01705	TCF4	TRANSFAC
MAFA_M01709	MAFA	TRANSFAC
CRX_M01712	CRX	TRANSFAC
KLF15_M01714	KLF15	TRANSFAC
MATH1_M01716	-	TRANSFAC
NFAT2_M01718	NFATC1	TRANSFAC
OTX2_M01719	-	TRANSFAC
PUR1_M01721	-	TRANSFAC
RORBETA_M01722	-	TRANSFAC
SATB1_M01723	SATB1	TRANSFAC
T3RALPHA_M01724	-	TRANSFAC
TR4_M01725	NR2C2	TRANSFAC
EAR2_M01728	NR2F6	TRANSFAC
MZF1_M01733	MZF1	TRANSFAC
NFAT3_M01734	NFATC4	TRANSFAC
PITX3_M01735	PITX3	TRANSFAC
ZFP206_M01742	-	TRANSFAC
ING4_M01743	-	TRANSFAC
REX1_M01744	-	TRANSFAC
EBNA1_M01745	-	TRANSFAC
BRF1_M01747	BRF1	TRANSFAC
NFAT2_M01749	NFATC1	TRANSFAC
ERG_M01752	ERG	TRANSFAC
AML2_M01759	RUNX3	TRANSFAC
TFEB_M01768	TFEB	TRANSFAC
XBP1_M01770	XBP1	TRANSFAC
CEBPE_M01772	CEBPE	TRANSFAC
TBR2_M01774	-	TRANSFAC
TR4_M01776	NR2C2	TRANSFAC
PLAG1_M01778	PLAG1	TRANSFAC
TR4_M01782	NR2C2	TRANSFAC
SP2_M01783	SP2	TRANSFAC
BDP1_M01796	-	TRANSFAC
SIRT6_M01797	-	TRANSFAC
RPC155_M01798	-	TRANSFAC
ERALPHA_M01801	-	TRANSFAC
NMYC_M01808	MYCN	TRANSFAC
AML2_M01814	RUNX3	TRANSFAC
ZBP89_M01816	-	TRANSFAC
TEF1_M01817	-	TRANSFAC
CREM_M01820	CREM	TRANSFAC
CMYB_M01821	-	TRANSFAC
STAT1_M01823	STAT1	TRANSFAC
PITX1_M01826	PITX1	TRANSFAC
MAX_M01830	MAX	TRANSFAC
HOXD9_M01834	HOXD9	TRANSFAC
GKLF_M01835	KLF4	TRANSFAC
FKLF_M01837	KLF11	TRANSFAC
ERR1_M01841	ESRRA	TRANSFAC
DEC2_M01843	BHLHE41	TRANSFAC
AML2_M01854	RUNX3	TRANSFAC
AP2ALPHA_M01857	-	TRANSFAC
AP2BETA_M01858	-	TRANSFAC
AP2GAMMA_M01859	-	TRANSFAC
AP4_M01860	REPIN1	TRANSFAC
ATF1_M01861	ATF1	TRANSFAC
ATF2_M01862	ATF2	TRANSFAC
ATF3_M01863	ATF3	TRANSFAC
ATF4_M01864	ATF4	TRANSFAC
CEBPA_M01866	CEBPA	TRANSFAC
CEBPE_M01868	CEBPE	TRANSFAC
CEBPG_M01869	CEBPG	TRANSFAC
CETS1_M01870	-	TRANSFAC
COE1_M01871	EBF1	TRANSFAC
DBP_M01872	DBP	TRANSFAC
EKLF_M01874	KLF1	TRANSFAC
ERBETA_M01875	-	TRANSFAC
GABPBETA_M01876	-	TRANSFAC
HMGIY_M01879	HMGA1	TRANSFAC
IRF1_M01881	IRF1	TRANSFAC
IRF4_M01883	IRF4	TRANSFAC
IRF7_M01884	IRF7	TRANSFAC
NFAT4_M01886	NFATC3	TRANSFAC
SMAD3_M01888	SMAD3	TRANSFAC
SMAD4_M01889	SMAD4	TRANSFAC
STAT5A_M01890	STAT5A	TRANSFAC
YY1_M01894	YY1	TRANSFAC
CEBPB_M01896	CEBPB	TRANSFAC
ALX3_DBD	ALX3	Jolma2013
ALX3_full_1	ALX3	Jolma2013
ALX3_full_2	ALX3	Jolma2013
ALX4_DBD	-	Jolma2013
ARNTL_DBD	ARNTL	Jolma2013
ARX_DBD	-	Jolma2013
AR_DBD	AR	Jolma2013
AR_full	AR	Jolma2013
ATF4_DBD	ATF4	Jolma2013
ATF7_DBD	ATF7	Jolma2013
Alx1_DBD_1	ALX1	Jolma2013
Alx1_DBD_2	ALX1	Jolma2013
Alx4_DBD	-	Jolma2013
Ar_DBD	AR	Jolma2013
Arx_DBD	-	Jolma2013
Ascl2_DBD	ASCL2	Jolma2013
Atf4_DBD	ATF4	Jolma2013
Atoh1_DBD	-	Jolma2013
BARHL2_DBD_1	-	Jolma2013
BARHL2_DBD_2	-	Jolma2013
BARHL2_DBD_3	-	Jolma2013
BARHL2_full_1	-	Jolma2013
BARHL2_full_2	-	Jolma2013
BARHL2_full_3	-	Jolma2013
BARX1_DBD_1	BARX1	Jolma2013
BARX1_DBD_2	BARX1	Jolma2013
BATF3_DBD	BATF3	Jolma2013
BCL6B_DBD	BCL6B	Jolma2013
BHLHA15_DBD	-	Jolma2013
BHLHB2_DBD	BHLHE40	Jolma2013
BHLHB3_full	BHLHE41	Jolma2013
BHLHE22_DBD	BHLHE22	Jolma2013
BHLHE23_DBD	-	Jolma2013
BHLHE41_full	BHLHE41	Jolma2013
BSX_DBD	-	Jolma2013
Barhl1_DBD_1	-	Jolma2013
Barhl1_DBD_2	-	Jolma2013
Barhl1_DBD_3	-	Jolma2013
Bhlhb2_DBD_1	BHLHE40	Jolma2013
Bhlhb2_DBD_2	BHLHE40	Jolma2013
CART1_DBD	-	Jolma2013
CDX1_DBD	-	Jolma2013
CDX2_DBD	-	Jolma2013
CEBPB_DBD	CEBPB	Jolma2013
CEBPB_full	CEBPB	Jolma2013
CEBPD_DBD	CEBPD	Jolma2013
CEBPE_DBD	CEBPE	Jolma2013
CEBPG_DBD	CEBPG	Jolma2013
CEBPG_full	CEBPG	Jolma2013
CENPB_full	-	Jolma2013
CLOCK_DBD	CLOCK	Jolma2013
CPEB1_full	-	Jolma2013
CREB3L1_DBD_1	CREB3L1	Jolma2013
CREB3L1_DBD_2	CREB3L1	Jolma2013
CREB3L1_DBD_3	CREB3L1	Jolma2013
CREB3L1_DBD_4	CREB3L1	Jolma2013
CREB3L1_full_1	CREB3L1	Jolma2013
CREB3L1_full_2	CREB3L1	Jolma2013
CREB3_full_1	CREB3	Jolma2013
CREB3_full_2	CREB3	Jolma2013
CTCF_full	CTCF	Jolma2013
CUX1_DBD_1	CUX1	Jolma2013
CUX1_DBD_2	CUX1	Jolma2013
CUX1_DBD_3	CUX1	Jolma2013
CUX2_DBD_1	-	Jolma2013
CUX2_DBD_2	-	Jolma2013
Cebpb_DBD	CEBPB	Jolma2013
Creb3l2_DBD_1	CREB3L2	Jolma2013
Creb3l2_DBD_2	CREB3L2	Jolma2013
Creb5_DBD	CREB5	Jolma2013
DBP_DBD	DBP	Jolma2013
DBP_full	DBP	Jolma2013
DLX1_DBD	DLX1	Jolma2013
DLX2_DBD	DLX2	Jolma2013
DLX3_DBD	DLX3	Jolma2013
DLX4_DBD	DLX4	Jolma2013
DLX5_FL	DLX5	Jolma2013
DLX6_DBD	DLX6	Jolma2013
DMBX1_DBD	DMBX1	Jolma2013
DPRX_DBD_1	-	Jolma2013
DPRX_DBD_2	-	Jolma2013
DRGX_DBD	DRGX	Jolma2013
DUXA_DBD	-	Jolma2013
Dbp_DBD	DBP	Jolma2013
Dlx1_DBD	DLX1	Jolma2013
Dlx2_DBD	DLX2	Jolma2013
E2F1_DBD_1	E2F1	Jolma2013
E2F1_DBD_2	E2F1	Jolma2013
E2F1_DBD_3	E2F1	Jolma2013
E2F1_DBD_4	E2F1	Jolma2013
E2F2_DBD_1	E2F2	Jolma2013
E2F2_DBD_2	E2F2	Jolma2013
E2F2_DBD_3	E2F2	Jolma2013
E2F3_DBD_1	E2F3	Jolma2013
E2F3_DBD_2	E2F3	Jolma2013
E2F3_DBD_3	E2F3	Jolma2013
E2F4_DBD_1	E2F4	Jolma2013
E2F4_DBD_2	E2F4	Jolma2013
E2F7_DBD	E2F7	Jolma2013
E2F8_DBD	E2F8	Jolma2013
EBF1_full	EBF1	Jolma2013
EGR1_DBD	EGR1	Jolma2013
EGR1_full	EGR1	Jolma2013
EGR2_DBD	EGR2	Jolma2013
EGR2_full	EGR2	Jolma2013
EGR3_DBD	EGR3	Jolma2013
EGR4_DBD_1	EGR4	Jolma2013
EGR4_DBD_2	EGR4	Jolma2013
EHF_full	EHF	Jolma2013
ELF1_DBD	ELF1	Jolma2013
ELF1_full	ELF1	Jolma2013
ELF3_DBD	ELF3	Jolma2013
ELF3_full	ELF3	Jolma2013
ELF4_full	ELF4	Jolma2013
ELF5_DBD	ELF5	Jolma2013
ELF5_full	ELF5	Jolma2013
ELK1_DBD_1	ELK1	Jolma2013
ELK1_DBD_2	ELK1	Jolma2013
ELK1_full_1	ELK1	Jolma2013
ELK1_full_2	ELK1	Jolma2013
ELK3_DBD	ELK3	Jolma2013
ELK4_DBD	ELK4	Jolma2013
EMX1_DBD_1	EMX1	Jolma2013
EMX1_DBD_2	EMX1	Jolma2013
EMX2_DBD_1	EMX2	Jolma2013
EMX2_DBD_2	EMX2	Jolma2013
EN1_DBD_1	EN1	Jolma2013
EN1_DBD_2	EN1	Jolma2013
EN1_full_1	EN1	Jolma2013
EN1_full_2	EN1	Jolma2013
EN2_DBD	EN2	Jolma2013
EN2_full	EN2	Jolma2013
EOMES_DBD_1	-	Jolma2013
EOMES_DBD_2	-	Jolma2013
ERF_DBD	ERF	Jolma2013
ERG_DBD_1	ERG	Jolma2013
ERG_DBD_2	ERG	Jolma2013
ERG_full_1	ERG	Jolma2013
ERG_full_2	ERG	Jolma2013
ESR1_DBD	ESR1	Jolma2013
ESRRA_DBD_1	ESRRA	Jolma2013
ESRRA_DBD_2	ESRRA	Jolma2013
ESRRA_DBD_3	ESRRA	Jolma2013
ESRRA_DBD_4	ESRRA	Jolma2013
ESRRA_DBD_5	ESRRA	Jolma2013
ESRRA_DBD_6	ESRRA	Jolma2013
ESRRB_DBD	-	Jolma2013
ESRRG_full_1	ESRRG	Jolma2013
ESRRG_full_2	ESRRG	Jolma2013
ESRRG_full_3	ESRRG	Jolma2013
ESX1_DBD	-	Jolma2013
ESX1_full	-	Jolma2013
ETS1_DBD_1	ETS1	Jolma2013
ETS1_DBD_2	ETS1	Jolma2013
ETS1_full_1	ETS1	Jolma2013
ETS1_full_2	ETS1	Jolma2013
ETV1_DBD	ETV1	Jolma2013
ETV2_DBD	ETV2	Jolma2013
ETV3_DBD	ETV3	Jolma2013
ETV4_DBD	ETV4	Jolma2013
ETV5_DBD	ETV5	Jolma2013
ETV6_full_1	ETV6	Jolma2013
ETV6_full_2	ETV6	Jolma2013
EVX1_DBD	-	Jolma2013
EVX2_DBD	-	Jolma2013
Egr1_mouse_DBD_mutant_DBD	EGR1	Jolma2013
Egr3_DBD	EGR3	Jolma2013
Elf5_DBD	ELF5	Jolma2013
Elk3_DBD	ELK3	Jolma2013
En2_DBD	EN2	Jolma2013
Esrra_DBD_1	ESRRA	Jolma2013
Esrra_DBD_2	ESRRA	Jolma2013
FEV_DBD	-	Jolma2013
FIGLA_DBD	-	Jolma2013
FLI1_DBD_1	FLI1	Jolma2013
FLI1_DBD_2	FLI1	Jolma2013
FLI1_full_1	FLI1	Jolma2013
FLI1_full_2	FLI1	Jolma2013
FOXB1_DBD_1	-	Jolma2013
FOXB1_DBD_2	-	Jolma2013
FOXB1_DBD_3	-	Jolma2013
FOXB1_full	-	Jolma2013
FOXC1_DBD_1	FOXC1	Jolma2013
FOXC1_DBD_2	FOXC1	Jolma2013
FOXC1_DBD_3	FOXC1	Jolma2013
FOXC2_DBD_1	FOXC2	Jolma2013
FOXC2_DBD_2	FOXC2	Jolma2013
FOXC2_DBD_3	FOXC2	Jolma2013
FOXD2_DBD_1	FOXD2	Jolma2013
FOXD2_DBD_2	FOXD2	Jolma2013
FOXD3_DBD_1	FOXD3	Jolma2013
FOXD3_DBD_2	FOXD3	Jolma2013
FOXG1_DBD_1	-	Jolma2013
FOXG1_DBD_2	-	Jolma2013
FOXI1_full_1	-	Jolma2013
FOXI1_full_2	-	Jolma2013
FOXJ2_DBD_1	FOXJ2	Jolma2013
FOXJ2_DBD_2	FOXJ2	Jolma2013
FOXJ2_DBD_3	FOXJ2	Jolma2013
FOXJ3_DBD_1	FOXJ3	Jolma2013
FOXJ3_DBD_2	FOXJ3	Jolma2013
FOXJ3_DBD_3	FOXJ3	Jolma2013
FOXK1_DBD	FOXK1	Jolma2013
FOXL1_full_1	FOXL1	Jolma2013
FOXL1_full_2	FOXL1	Jolma2013
FOXO1_DBD_1	FOXO1	Jolma2013
FOXO1_DBD_2	FOXO1	Jolma2013
FOXO1_DBD_3	FOXO1	Jolma2013
FOXO3_full_1	FOXO3	Jolma2013
FOXO3_full_2	FOXO3	Jolma2013
FOXO3_full_3	FOXO3	Jolma2013
FOXO4_DBD_1	FOXO4	Jolma2013
FOXO4_DBD_2	FOXO4	Jolma2013
FOXO4_DBD_3	FOXO4	Jolma2013
FOXO6_DBD_1	FOXO6	Jolma2013
FOXO6_DBD_2	FOXO6	Jolma2013
